Entry ID,"Deposition Date","Release Date","PDB ID",
7M0M,"2021-03-11","2021-04-07","7M0M",
7M0K,"2021-03-11","2021-04-07","7M0K",
6XQA,"2020-07-09","2021-04-14","6XQA",
7JYX,"2020-09-01","2021-04-14","7JYX",
7JYV,"2020-09-01","2021-04-14","7JYV",
7JYW,"2020-09-01","2021-04-14","7JYW",
7JYU,"2020-09-01","2021-04-14","7JYU",
7LGD,"2021-01-20","2021-04-21","7LGD",
7LGT,"2021-01-21","2021-04-21","7LGT",
7KOZ,"2020-11-10","2021-05-05","7KOZ",
7KP0,"2020-11-10","2021-05-05","7KP0",
7KP1,"2020-11-10","2021-05-05","7KP1",
7DC6,"2020-10-23","2021-06-16","7DC6",
7M8T,"2021-03-30","2021-06-23","7M8T",
7M8U,"2021-03-30","2021-06-23","7M8U",
7M8S,"2021-03-30","2021-06-23","7M8S",
7JWJ,"2020-08-25","2021-07-07","7JWJ",
7JWI,"2020-08-25","2021-07-07","7JWI",
7N1D,"2021-05-27","2021-07-28","7N1D",
7N1E,"2021-05-27","2021-07-28","7N1E",
7N1C,"2021-05-27","2021-07-28","7N1C",
7N1F,"2021-05-27","2021-07-28","7N1F",
7N6E,"2021-06-08","2021-07-28","7N6E",
7N6D,"2021-06-08","2021-07-28","7N6D",
6XP6,"2020-07-08","2021-07-28","6XP6",
